"Gene","Ensembl_ID","Direction","BaseMean","log2FC","Pvalue","FDR"
"CDC42EP4","ENSG00000179604.10","Higher in HPV-positive",7897.78,1.188,1.03e-15,9.96e-14
"MTMR7","ENSG00000003987.14","Higher in HPV-positive",45.12,1.275,1.1e-15,1.06e-13
"KIF24","ENSG00000186638.16","Higher in HPV-positive",539.16,1.282,1.14e-15,1.09e-13
"CD8B2","ENSG00000254126.8","Higher in HPV-positive",178.02,4.777,1.19e-15,1.13e-13
"CIT","ENSG00000122966.17","Higher in HPV-positive",2305.74,1.096,1.21e-15,1.15e-13
"CCND1","ENSG00000110092.4","Higher in HPV-negative",17194.26,-1.982,1.27e-15,1.2e-13
"FAM182A","ENSG00000125804.14","Higher in HPV-positive",16.87,3.083,1.3e-15,1.22e-13
"MAP3K14","ENSG00000006062.17","Higher in HPV-positive",1013.57,1.217,1.31e-15,1.22e-13
"CAVIN1","ENSG00000177469.13","Higher in HPV-negative",32593.66,-1.147,1.31e-15,1.22e-13
"EMC3-AS1","ENSG00000180385.8","Higher in HPV-positive",48.84,1.322,1.34e-15,1.25e-13
"FYB2","ENSG00000187889.13","Higher in HPV-positive",9.01,3.468,1.38e-15,1.28e-13
"SNAI2","ENSG00000019549.13","Higher in HPV-negative",4961.64,-1.142,1.39e-15,1.28e-13
"TLX2","ENSG00000115297.11","Higher in HPV-positive",31.49,2.752,1.67e-15,1.52e-13
"AL512604.2","ENSG00000233242.3","Higher in HPV-positive",1.88,2.375,1.67e-15,1.52e-13
"SGO1","ENSG00000129810.15","Higher in HPV-positive",228.68,1.028,1.73e-15,1.56e-13
"AL731769.2","ENSG00000288107.1","Higher in HPV-positive",2.33,3.549,1.76e-15,1.58e-13
"DKK3","ENSG00000050165.18","Higher in HPV-negative",8081.06,-1.537,1.83e-15,1.64e-13
"YBX2","ENSG00000006047.13","Higher in HPV-positive",197.59,3.129,2.16e-15,1.93e-13
"CDK6","ENSG00000105810.10","Higher in HPV-negative",8522.51,-1.564,2.16e-15,1.93e-13
"LPCAT1","ENSG00000153395.10","Higher in HPV-negative",5293.88,-1.278,2.22e-15,1.97e-13
"PLPPR5","ENSG00000117598.13","Higher in HPV-negative",12.23,-3.557,2.24e-15,1.99e-13
"SLC7A8","ENSG00000092068.20","Higher in HPV-negative",15635.25,-1.808,2.29e-15,2.02e-13
"FAM89A","ENSG00000182118.8","Higher in HPV-negative",1378.56,-1.368,2.45e-15,2.14e-13
"HKDC1","ENSG00000156510.13","Higher in HPV-negative",256.44,-3.239,2.52e-15,2.2e-13
"KIF3C","ENSG00000084731.15","Higher in HPV-negative",1533.93,-1.238,2.61e-15,2.26e-13
"LARGE2","ENSG00000165905.18","Higher in HPV-negative",3224.54,-1.592,2.64e-15,2.28e-13
"ZNF365","ENSG00000138311.18","Higher in HPV-negative",323.15,-2.184,3.38e-15,2.88e-13
"FAM163A","ENSG00000143340.6","Higher in HPV-positive",16.9,2.683,3.39e-15,2.89e-13
"RMI2","ENSG00000175643.10","Higher in HPV-positive",1243.14,1.189,4.05e-15,3.42e-13
"GOLGA2P5","ENSG00000238105.7","Higher in HPV-positive",147.5,1.735,4.37e-15,3.67e-13
"DRD1","ENSG00000184845.4","Higher in HPV-positive",18.82,3.497,4.42e-15,3.7e-13
"DLX1","ENSG00000144355.15","Higher in HPV-negative",205.52,-1.911,4.48e-15,3.74e-13
"GVQW3","ENSG00000179240.13","Higher in HPV-positive",103.58,1.762,4.66e-15,3.88e-13
"B3GAT3P1","ENSG00000244009.1","Higher in HPV-positive",5.24,1.519,4.93e-15,4.1e-13
"PRMT8","ENSG00000111218.12","Higher in HPV-negative",31.69,-4.07,5e-15,4.13e-13
"ASPRV1","ENSG00000244617.2","Higher in HPV-negative",2584.85,-3.402,5e-15,4.13e-13
"DSCAM","ENSG00000171587.15","Higher in HPV-negative",100.27,-3.473,5.06e-15,4.17e-13
"FSTL3","ENSG00000070404.10","Higher in HPV-negative",3121.07,-1.903,5.16e-15,4.23e-13
"GALNT6","ENSG00000139629.16","Higher in HPV-negative",5339.65,-1.888,5.24e-15,4.28e-13
"ATAD2","ENSG00000156802.13","Higher in HPV-positive",4371.01,1.01,6.2e-15,5.04e-13
"LCE1F","ENSG00000240386.3","Higher in HPV-negative",102.17,-3.92,6.23e-15,5.05e-13
"BFSP1","ENSG00000125864.14","Higher in HPV-negative",244.32,-1.454,6.27e-15,5.07e-13
"HMOX2","ENSG00000103415.12","Higher in HPV-negative",5232.78,-1.018,6.39e-15,5.15e-13
"IL24","ENSG00000162892.16","Higher in HPV-negative",654.56,-2.992,6.45e-15,5.18e-13
"IL18","ENSG00000150782.12","Higher in HPV-negative",1977.42,-1.598,6.53e-15,5.23e-13
"PCDHGB1","ENSG00000254221.2","Higher in HPV-negative",103.24,-2.905,6.54e-15,5.23e-13
"AL109936.2","ENSG00000271420.1","Higher in HPV-positive",8.03,2.067,6.64e-15,5.29e-13
"RNF150","ENSG00000170153.11","Higher in HPV-positive",504.54,2.422,6.89e-15,5.46e-13
"MECOM","ENSG00000085276.19","Higher in HPV-positive",1214.28,1.825,7.37e-15,5.79e-13
"SERPINH1","ENSG00000149257.16","Higher in HPV-negative",22178.82,-1.316,7.37e-15,5.79e-13
"GAD2","ENSG00000136750.13","Higher in HPV-positive",1.61,3.829,8.6e-15,6.73e-13
"SUN3","ENSG00000164744.13","Higher in HPV-negative",40.53,-3.299,8.76e-15,6.83e-13
"C1QTNF6","ENSG00000133466.14","Higher in HPV-negative",2644.97,-1.571,9.46e-15,7.35e-13
"E2F7","ENSG00000165891.16","Higher in HPV-positive",1137.99,1.174,9.46e-15,7.35e-13
"WNT7A","ENSG00000154764.6","Higher in HPV-negative",736.4,-2.444,9.67e-15,7.49e-13
"RNF217","ENSG00000146373.16","Higher in HPV-negative",2598.4,-1.016,9.85e-15,7.61e-13
"NAV3","ENSG00000067798.16","Higher in HPV-negative",416.83,-2.108,9.95e-15,7.65e-13
"RAB42","ENSG00000188060.7","Higher in HPV-positive",216.89,1.77,9.98e-15,7.65e-13
"ZNF667","ENSG00000198046.12","Higher in HPV-positive",80.79,2.186,9.97e-15,7.65e-13
"SOX14","ENSG00000168875.3","Higher in HPV-positive",56.64,8.019,1.08e-14,8.24e-13
"HMGB2","ENSG00000164104.12","Higher in HPV-positive",6158.01,1.075,1.11e-14,8.38e-13
"IQCB1","ENSG00000173226.17","Higher in HPV-positive",1120.7,1.053,1.26e-14,9.45e-13
"HOMER3","ENSG00000051128.19","Higher in HPV-negative",1333.58,-1.133,1.26e-14,9.48e-13
"AC016705.2","ENSG00000259495.3","Higher in HPV-positive",63.74,3.978,1.28e-14,9.58e-13
"TCP11","ENSG00000124678.20","Higher in HPV-positive",82.39,3.536,1.3e-14,9.69e-13
"KRTDAP","ENSG00000188508.11","Higher in HPV-negative",18294.08,-3.458,1.47e-14,1.09e-12
"SIGIRR","ENSG00000185187.13","Higher in HPV-positive",870.82,1.078,1.48e-14,1.09e-12
"AC092353.1","ENSG00000251391.5","Higher in HPV-positive",4.12,3.932,1.49e-14,1.1e-12
"RNF165","ENSG00000141622.14","Higher in HPV-positive",365.36,2.237,1.68e-14,1.23e-12
"UPP1","ENSG00000183696.14","Higher in HPV-negative",6273.73,-1.707,1.69e-14,1.23e-12
"AL049775.2","ENSG00000258902.1","Higher in HPV-negative",7.96,-3.612,1.77e-14,1.29e-12
"ASRGL1","ENSG00000162174.12","Higher in HPV-positive",83.63,1.807,1.84e-14,1.33e-12
"CLIP4","ENSG00000115295.20","Higher in HPV-negative",2392.92,-1.004,1.88e-14,1.36e-12
"INSM1","ENSG00000173404.5","Higher in HPV-positive",83.62,3.213,1.91e-14,1.37e-12
"HS3ST4","ENSG00000182601.7","Higher in HPV-positive",67.12,4.197,1.91e-14,1.37e-12
"ADAM22","ENSG00000008277.14","Higher in HPV-positive",175.23,2.239,1.99e-14,1.43e-12
"IGFBPL1","ENSG00000137142.5","Higher in HPV-positive",117.97,2.84,2e-14,1.43e-12
"SPICE1","ENSG00000163611.11","Higher in HPV-positive",58.07,1.116,2.05e-14,1.46e-12
"CBARP","ENSG00000099625.13","Higher in HPV-negative",131.71,-1.341,2.18e-14,1.55e-12
"AC007611.1","ENSG00000260086.3","Higher in HPV-negative",49.53,-1.625,2.42e-14,1.7e-12
"ADARB2","ENSG00000185736.16","Higher in HPV-positive",136.78,2.959,2.43e-14,1.71e-12
"GSDMA","ENSG00000167914.12","Higher in HPV-negative",1095.53,-2.902,2.49e-14,1.74e-12
"AC023593.1","ENSG00000285600.1","Higher in HPV-positive",3.39,2.353,2.67e-14,1.87e-12
"ZNF285B","ENSG00000176761.7","Higher in HPV-positive",6.05,1.773,2.83e-14,1.97e-12
"CT62","ENSG00000225362.10","Higher in HPV-negative",35.79,-3.397,2.86e-14,1.99e-12
"LINC02432","ENSG00000248810.2","Higher in HPV-positive",27.82,3.613,2.9e-14,2.01e-12
"AL033381.1","ENSG00000176515.1","Higher in HPV-positive",1.18,3.864,3.16e-14,2.18e-12
"AC114296.1","ENSG00000250378.4","Higher in HPV-negative",39.63,-2.723,3.24e-14,2.22e-12
"CLMP","ENSG00000166250.12","Higher in HPV-negative",1682.64,-1.792,3.3e-14,2.26e-12
"ASCL4","ENSG00000187855.5","Higher in HPV-positive",12.25,3.726,3.44e-14,2.35e-12
"LINC02826","ENSG00000275212.3","Higher in HPV-positive",4.92,3.195,3.44e-14,2.35e-12
"AL390778.2","ENSG00000233936.1","Higher in HPV-positive",19.78,4.714,3.72e-14,2.52e-12
"LINC01527","ENSG00000224308.1","Higher in HPV-negative",25.89,-3.018,4.07e-14,2.75e-12
"SLC7A11","ENSG00000151012.13","Higher in HPV-negative",3587.31,-2.599,4.09e-14,2.76e-12
"HLF","ENSG00000108924.14","Higher in HPV-positive",630.18,2.469,4.25e-14,2.85e-12
"KRT90P","ENSG00000257844.2","Higher in HPV-negative",9.09,-3.837,4.56e-14,3.06e-12
"ZNF157","ENSG00000147117.8","Higher in HPV-positive",9.79,2.521,4.73e-14,3.16e-12
"AL807752.5","ENSG00000260190.1","Higher in HPV-positive",11.82,1.539,5.05e-14,3.36e-12
"SLC17A7","ENSG00000104888.10","Higher in HPV-positive",115.43,2.612,5.37e-14,3.56e-12
"PPIF","ENSG00000108179.14","Higher in HPV-negative",12024.75,-1.235,5.63e-14,3.72e-12
"LINC01998","ENSG00000243321.3","Higher in HPV-negative",17.84,-3.82,5.69e-14,3.75e-12
"DTL","ENSG00000143476.18","Higher in HPV-positive",1764.72,1.005,5.8e-14,3.82e-12
"MAGEA12","ENSG00000213401.10","Higher in HPV-negative",325.53,-7.145,5.98e-14,3.93e-12
"STRADA","ENSG00000266173.7","Higher in HPV-positive",91.99,1.123,6.22e-14,4.08e-12
"RHOXF1","ENSG00000101883.5","Higher in HPV-positive",3.93,3.04,6.36e-14,4.16e-12
"SLC7A2","ENSG00000003989.18","Higher in HPV-positive",1223.81,2.33,6.51e-14,4.23e-12
"AKR1C1","ENSG00000187134.14","Higher in HPV-negative",11857.32,-3.161,6.52e-14,4.23e-12
"AR","ENSG00000169083.18","Higher in HPV-positive",265.19,2.348,6.61e-14,4.29e-12
"AC009501.2","ENSG00000286480.1","Higher in HPV-positive",6.75,2.521,6.69e-14,4.33e-12
"E2F2","ENSG00000007968.7","Higher in HPV-positive",959.7,1.251,6.78e-14,4.36e-12
"LCAL1","ENSG00000286042.1","Higher in HPV-negative",617.49,-3.206,6.78e-14,4.36e-12
"LHX1","ENSG00000273706.5","Higher in HPV-negative",134.57,-3.166,6.97e-14,4.47e-12
"AC104126.1","ENSG00000251076.1","Higher in HPV-positive",13.24,5.562,7.16e-14,4.58e-12
"LINC01705","ENSG00000232679.2","Higher in HPV-negative",43.01,-2.177,7.49e-14,4.79e-12
"GJA1","ENSG00000152661.9","Higher in HPV-negative",34585.46,-1.625,8.11e-14,5.17e-12
"FLRT2","ENSG00000185070.11","Higher in HPV-negative",3392.12,-1.973,8.17e-14,5.2e-12
"AC093908.1","ENSG00000280219.1","Higher in HPV-negative",92.27,-1.493,8.28e-14,5.26e-12
"TMPRSS3","ENSG00000160183.17","Higher in HPV-positive",161.31,2.537,9.11e-14,5.76e-12
"C21orf58","ENSG00000160298.18","Higher in HPV-positive",306.32,1.191,9.17e-14,5.77e-12
"AC128657.1","ENSG00000258073.1","Higher in HPV-negative",12.67,-4.507,9.17e-14,5.77e-12
"TSPOAP1","ENSG00000005379.17","Higher in HPV-positive",259.49,1.934,9.31e-14,5.85e-12
"AC112128.1","ENSG00000285943.1","Higher in HPV-positive",7.98,1.59,9.57e-14,5.99e-12
"LINC01285","ENSG00000203650.9","Higher in HPV-negative",84.39,-2.847,9.91e-14,6.19e-12
"KLK14","ENSG00000129437.11","Higher in HPV-negative",1710.06,-3.7,1.03e-13,6.43e-12
"CCN6","ENSG00000112761.21","Higher in HPV-negative",178.71,-3.264,1.12e-13,6.89e-12
"PODNL1","ENSG00000132000.13","Higher in HPV-negative",693.63,-1.63,1.28e-13,7.86e-12
"SERPINH1P1","ENSG00000229207.1","Higher in HPV-positive",6.1,1.564,1.31e-13,8.04e-12
"RAX","ENSG00000134438.10","Higher in HPV-positive",2.75,3.198,1.43e-13,8.68e-12
"PLAC8","ENSG00000145287.11","Higher in HPV-positive",815.16,2.574,1.42e-13,8.68e-12
"ZBTB18","ENSG00000179456.10","Higher in HPV-positive",832.12,1.247,1.42e-13,8.68e-12
"CXCL14","ENSG00000145824.13","Higher in HPV-negative",41087.23,-2.496,1.48e-13,9.02e-12
"AFAP1-AS1","ENSG00000272620.2","Higher in HPV-negative",1088.14,-3.771,1.5e-13,9.12e-12
"AC211486.1","ENSG00000146722.11","Higher in HPV-positive",2.67,2.747,1.54e-13,9.32e-12
"MIR193BHG","ENSG00000262454.4","Higher in HPV-negative",357.77,-1.646,1.54e-13,9.33e-12
"IL1F10","ENSG00000136697.13","Higher in HPV-negative",60.98,-3.267,1.59e-13,9.56e-12
"AKR1C2","ENSG00000151632.17","Higher in HPV-negative",11768.01,-2.922,1.59e-13,9.56e-12
"KCNB2","ENSG00000182674.6","Higher in HPV-positive",30.3,3.686,1.6e-13,9.59e-12
"AL355488.1","ENSG00000273373.1","Higher in HPV-positive",67.49,1.622,1.62e-13,9.68e-12
"CCDC177","ENSG00000267909.3","Higher in HPV-positive",38.93,2.823,1.62e-13,9.71e-12
"RAB38","ENSG00000123892.12","Higher in HPV-negative",4051.48,-1.65,1.66e-13,9.84e-12
"KPRP","ENSG00000203786.6","Higher in HPV-negative",1096.69,-3.484,1.67e-13,9.93e-12
"AKR1C3","ENSG00000196139.14","Higher in HPV-negative",6858.52,-2.874,1.78e-13,1.05e-11
"AC079296.1","ENSG00000253973.3","Higher in HPV-positive",3.67,3.004,1.85e-13,1.09e-11
"OTUD4P1","ENSG00000118976.5","Higher in HPV-positive",7.46,1.747,1.99e-13,1.17e-11
"LINC00682","ENSG00000245870.4","Higher in HPV-positive",3.6,4.982,2e-13,1.17e-11
"NME4","ENSG00000103202.13","Higher in HPV-negative",2501.47,-1.176,2.07e-13,1.21e-11
"SPOCK1","ENSG00000152377.14","Higher in HPV-negative",1946.18,-2.274,2.09e-13,1.21e-11
"NTN3","ENSG00000162068.2","Higher in HPV-positive",8.91,2.43,2.12e-13,1.23e-11
"RHOD","ENSG00000173156.7","Higher in HPV-negative",6235.43,-1.627,2.13e-13,1.23e-11
"AC097534.1","ENSG00000248774.1","Higher in HPV-positive",5.94,1.742,2.18e-13,1.26e-11
"AC010643.1","ENSG00000268686.2","Higher in HPV-positive",38.68,2.783,2.29e-13,1.32e-11
"LINC01600","ENSG00000164385.9","Higher in HPV-positive",4.62,1.638,2.33e-13,1.34e-11
"CERCAM","ENSG00000167123.19","Higher in HPV-negative",4911.74,-1.374,2.4e-13,1.38e-11
"BHLHE40-AS1","ENSG00000235831.7","Higher in HPV-positive",52.56,1.241,2.45e-13,1.4e-11
"LINC00466","ENSG00000224209.8","Higher in HPV-positive",3.09,2.829,2.5e-13,1.42e-11
"AC021055.1","ENSG00000287941.1","Higher in HPV-negative",23.65,-3.962,2.58e-13,1.46e-11
"DUSP14","ENSG00000276023.5","Higher in HPV-negative",4047.43,-1.143,2.64e-13,1.49e-11
"IGSF9B","ENSG00000080854.16","Higher in HPV-positive",257.26,2.327,2.72e-13,1.54e-11
"LLCFC1","ENSG00000165131.8","Higher in HPV-positive",2.17,4.066,2.76e-13,1.56e-11
"AC009403.2","ENSG00000283128.2","Higher in HPV-positive",20.06,2.355,2.82e-13,1.59e-11
"GLI2","ENSG00000074047.22","Higher in HPV-negative",800.58,-2.252,2.84e-13,1.6e-11
"PIK3R3","ENSG00000117461.15","Higher in HPV-positive",1227.27,1.203,2.87e-13,1.61e-11
"CARD18","ENSG00000255501.3","Higher in HPV-negative",167.99,-3.299,2.89e-13,1.62e-11
"CSTF3-DT","ENSG00000247151.7","Higher in HPV-positive",3.23,2.012,2.96e-13,1.65e-11
"SCG5","ENSG00000166922.8","Higher in HPV-negative",215.19,-1.938,3.21e-13,1.79e-11
"KIF15","ENSG00000163808.17","Higher in HPV-positive",702.44,1.001,3.25e-13,1.81e-11
"ADORA2A","ENSG00000128271.22","Higher in HPV-positive",4.31,1.768,3.32e-13,1.84e-11
"FSCN1","ENSG00000075618.18","Higher in HPV-negative",46145.9,-1.102,3.38e-13,1.87e-11
"AL589935.1","ENSG00000232295.7","Higher in HPV-positive",8.58,2.223,3.41e-13,1.88e-11
"RANBP3L","ENSG00000164188.9","Higher in HPV-positive",26.78,3.243,3.87e-13,2.13e-11
"PNMA3","ENSG00000183837.9","Higher in HPV-positive",31.98,2.657,3.91e-13,2.15e-11
"VEGFC","ENSG00000150630.4","Higher in HPV-negative",1545.58,-2.072,4.08e-13,2.23e-11
"EML1","ENSG00000066629.18","Higher in HPV-negative",1331.05,-1.472,4.09e-13,2.24e-11
"LRRN4","ENSG00000125872.8","Higher in HPV-negative",46.21,-2.726,4.1e-13,2.24e-11
"LINC00852","ENSG00000231177.4","Higher in HPV-positive",27.47,1.17,4.15e-13,2.26e-11
"SNHG26","ENSG00000228649.9","Higher in HPV-negative",317.74,-1.349,4.42e-13,2.4e-11
"SLC8A2","ENSG00000118160.14","Higher in HPV-positive",65.94,2.875,4.47e-13,2.43e-11
"AC113346.1","ENSG00000251144.1","Higher in HPV-negative",15.76,-2.569,4.62e-13,2.5e-11
"HTR7","ENSG00000148680.16","Higher in HPV-negative",633.42,-2.085,4.72e-13,2.55e-11
"AC108925.1","ENSG00000286010.1","Higher in HPV-negative",141.81,-1.926,4.81e-13,2.59e-11
"MIR924HG","ENSG00000267374.2","Higher in HPV-positive",96.26,1.897,4.94e-13,2.66e-11
"UGT2A1","ENSG00000173610.12","Higher in HPV-positive",11.24,4.754,5.08e-13,2.72e-11
"CHDH","ENSG00000016391.11","Higher in HPV-positive",175.43,2.099,5.4e-13,2.89e-11
"PRSS23","ENSG00000150687.12","Higher in HPV-negative",9698.43,-1.603,5.72e-13,3.05e-11
"PCK1","ENSG00000124253.11","Higher in HPV-positive",36.53,4.14,6.23e-13,3.31e-11
"SFXN3","ENSG00000107819.13","Higher in HPV-negative",2790.4,-1.006,6.71e-13,3.52e-11
"INTS6L","ENSG00000165359.16","Higher in HPV-positive",382.45,1.039,6.72e-13,3.52e-11
"AL596223.1","ENSG00000229261.1","Higher in HPV-negative",12.78,-3.453,6.7e-13,3.52e-11
"TEX29","ENSG00000153495.11","Higher in HPV-negative",33.43,-2.003,6.76e-13,3.54e-11
"AC100805.1","ENSG00000286878.1","Higher in HPV-negative",9.9,-1.967,6.83e-13,3.57e-11
"SESN3","ENSG00000149212.12","Higher in HPV-negative",8228.37,-1.389,6.86e-13,3.58e-11
"PER3","ENSG00000049246.14","Higher in HPV-positive",1418.51,1.347,7.52e-13,3.92e-11
"RHBDL3","ENSG00000141314.13","Higher in HPV-positive",157.04,2.462,7.85e-13,4.08e-11
"CEP70","ENSG00000114107.9","Higher in HPV-positive",947.99,1.067,7.87e-13,4.08e-11
"AC100793.4","ENSG00000273650.1","Higher in HPV-positive",2.12,2.349,7.93e-13,4.11e-11
"SVIP","ENSG00000198168.9","Higher in HPV-positive",344.07,1.843,7.98e-13,4.13e-11
"AC022007.1","ENSG00000206567.10","Higher in HPV-positive",92.7,1.032,8.07e-13,4.17e-11
"ITGB1-DT","ENSG00000229656.7","Higher in HPV-negative",21.58,-2.501,8.65e-13,4.45e-11
"MCIDAS","ENSG00000234602.9","Higher in HPV-positive",39.24,1.747,8.75e-13,4.49e-11
"PAEP","ENSG00000122133.17","Higher in HPV-negative",116.71,-3.07,9.03e-13,4.63e-11
"ALDH1L2","ENSG00000136010.14","Higher in HPV-negative",1198.25,-1.648,9.69e-13,4.96e-11
"SLC16A2","ENSG00000147100.11","Higher in HPV-negative",1568.04,-1.725,9.95e-13,5.08e-11
"ARRDC4","ENSG00000140450.9","Higher in HPV-negative",2467.45,-1.539,1.08e-12,5.5e-11
"IGFBP6","ENSG00000167779.9","Higher in HPV-negative",8357.6,-2.389,1.09e-12,5.54e-11
"ALOXE3","ENSG00000179148.10","Higher in HPV-negative",846.18,-2.287,1.18e-12,5.99e-11
"EFNB2","ENSG00000125266.8","Higher in HPV-negative",2351.95,-1.163,1.21e-12,6.1e-11
"AF131215.5","ENSG00000255310.2","Higher in HPV-positive",80.87,1.655,1.23e-12,6.19e-11
"MSX2","ENSG00000120149.9","Higher in HPV-negative",296.56,-1.728,1.29e-12,6.45e-11
"SSBP2","ENSG00000145687.16","Higher in HPV-positive",847.09,1.196,1.36e-12,6.79e-11
"AL049775.1","ENSG00000205562.3","Higher in HPV-negative",63.16,-2.269,1.36e-12,6.79e-11
"FXYD5","ENSG00000089327.15","Higher in HPV-negative",8632.6,-1.303,1.37e-12,6.83e-11
"NPPC","ENSG00000163273.4","Higher in HPV-positive",85.03,3.63,1.43e-12,7.07e-11
"AC091057.1","ENSG00000187951.11","Higher in HPV-positive",256.93,1.115,1.43e-12,7.07e-11
"AC025176.1","ENSG00000250081.1","Higher in HPV-positive",4.72,1.886,1.43e-12,7.07e-11
"TRIM74","ENSG00000155428.12","Higher in HPV-positive",5.93,1.816,1.44e-12,7.11e-11
"MYH10","ENSG00000133026.13","Higher in HPV-negative",5334.78,-1.202,1.45e-12,7.15e-11
"APBB2","ENSG00000163697.17","Higher in HPV-negative",2509.2,-1.005,1.47e-12,7.21e-11
"THAP5P1","ENSG00000224324.1","Higher in HPV-positive",2.33,1.545,1.48e-12,7.27e-11
"ZBED3","ENSG00000132846.6","Higher in HPV-positive",249.42,1.361,1.57e-12,7.7e-11
"AC008763.1","ENSG00000268204.1","Higher in HPV-positive",9.56,1.874,1.62e-12,7.9e-11
"CRIM1","ENSG00000150938.10","Higher in HPV-negative",5493.57,-1.027,1.65e-12,8.06e-11
"KTN1-AS1","ENSG00000186615.11","Higher in HPV-negative",241.52,-1.182,1.69e-12,8.23e-11
"SHE","ENSG00000169291.10","Higher in HPV-positive",262.48,1.577,1.76e-12,8.55e-11
"NABP1","ENSG00000173559.14","Higher in HPV-negative",1933.35,-1.106,1.76e-12,8.55e-11
"C5orf34","ENSG00000172244.9","Higher in HPV-positive",130.27,1.204,1.82e-12,8.8e-11
"SEPTIN3","ENSG00000100167.20","Higher in HPV-positive",225.51,1.815,1.86e-12,8.95e-11
"AC099066.2","ENSG00000227496.3","Higher in HPV-negative",142.36,-2.015,1.97e-12,9.44e-11
"TNC","ENSG00000041982.16","Higher in HPV-negative",71472.76,-1.802,2.04e-12,9.7e-11
"PSIP1","ENSG00000164985.15","Higher in HPV-positive",2377.49,1.164,2.05e-12,9.77e-11
"PDZD7","ENSG00000186862.20","Higher in HPV-negative",88.06,-2.011,2.1e-12,9.96e-11
"LINC00355","ENSG00000227674.3","Higher in HPV-negative",30.67,-5.239,2.13e-12,1.01e-10
"NKX2-3","ENSG00000119919.11","Higher in HPV-positive",85.32,3.736,2.2e-12,1.04e-10
"CACNA1D","ENSG00000157388.19","Higher in HPV-positive",52.96,1.93,2.22e-12,1.04e-10
"FOXD3","ENSG00000187140.6","Higher in HPV-positive",30.69,2.412,2.22e-12,1.04e-10
"WTAPP1","ENSG00000255282.6","Higher in HPV-negative",45.58,-2.128,2.38e-12,1.12e-10
"PRSS36","ENSG00000178226.11","Higher in HPV-positive",142.74,1.246,2.59e-12,1.21e-10
"NOS2","ENSG00000007171.18","Higher in HPV-positive",427.69,2.808,2.61e-12,1.22e-10
"LINC02582","ENSG00000261780.3","Higher in HPV-negative",180.77,-5.034,2.61e-12,1.22e-10
"CAV2","ENSG00000105971.15","Higher in HPV-negative",8698.21,-1.146,2.75e-12,1.28e-10
"PBX4","ENSG00000105717.14","Higher in HPV-positive",83.06,1.238,2.89e-12,1.34e-10
"CDK6-AS1","ENSG00000237819.5","Higher in HPV-negative",10.74,-2.744,2.9e-12,1.34e-10
"ZNF710-AS1","ENSG00000259291.2","Higher in HPV-positive",192.35,1.276,2.93e-12,1.35e-10
"RNF207","ENSG00000158286.13","Higher in HPV-positive",282.05,1.594,3.14e-12,1.43e-10
"AC122685.1","ENSG00000258763.5","Higher in HPV-negative",59.4,-3.956,3.27e-12,1.49e-10
"TMEM161B-AS1","ENSG00000247828.8","Higher in HPV-positive",206.35,1.175,3.33e-12,1.51e-10
"B4GALNT3","ENSG00000139044.12","Higher in HPV-negative",4785.21,-1.616,3.49e-12,1.58e-10
"FOSL1","ENSG00000175592.9","Higher in HPV-negative",6011.11,-1.653,3.57e-12,1.61e-10
"ZNF879","ENSG00000234284.7","Higher in HPV-positive",95.45,1.498,3.6e-12,1.63e-10
"IMPDH1","ENSG00000106348.18","Higher in HPV-negative",6000.89,-1.014,3.67e-12,1.65e-10
"ZNF887P","ENSG00000267500.1","Higher in HPV-positive",13.94,1.325,3.74e-12,1.68e-10
"CNGB1","ENSG00000070729.14","Higher in HPV-negative",1372,-2.716,3.87e-12,1.73e-10
"PSORS1C1","ENSG00000204540.11","Higher in HPV-negative",150.72,-1.858,4.01e-12,1.79e-10
"LCE2A","ENSG00000187173.4","Higher in HPV-negative",70.58,-4.954,4.02e-12,1.79e-10
"METTL11B","ENSG00000203740.4","Higher in HPV-negative",24.9,-2.176,4.04e-12,1.8e-10
"ABCA4","ENSG00000198691.13","Higher in HPV-negative",242.44,-2.639,4.19e-12,1.86e-10
"LINC00381","ENSG00000226240.2","Higher in HPV-negative",16.96,-2.346,4.34e-12,1.92e-10
